Game,Prisoner 1 Response,Prisoner 2 Response,Sentence
178,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
179,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
180,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
181,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
182,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
183,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
184,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
185,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
186,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
187,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
188,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
189,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
190,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
191,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
192,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
193,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
194,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
195,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
196,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
197,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
198,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
199,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
200,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
201,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
202,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
203,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
204,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
205,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
206,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
207,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
208,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
209,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
210,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
211,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
212,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
213,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
214,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
215,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
216,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
217,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
218,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
219,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
220,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
221,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
222,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
223,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
224,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
225,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
226,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
227,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
228,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
229,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
230,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
231,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
232,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
233,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
234,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
235,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
236,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
237,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
238,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
239,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
240,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
241,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
242,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
243,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
244,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
245,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
246,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
247,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
248,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
249,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
250,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
251,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
252,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
253,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
254,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
255,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
256,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
257,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
258,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
259,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
260,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
261,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
262,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
263,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
264,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
265,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
266,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
267,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
268,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
269,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
270,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
271,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
272,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
273,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
274,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
275,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
276,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
277,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
278,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
279,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
280,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
281,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
282,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
283,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
284,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
285,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
286,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
287,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
288,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
289,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
290,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
291,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
292,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
293,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
294,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
295,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
296,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
297,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
298,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
299,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
300,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
301,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
302,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
303,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
304,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
305,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
306,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
307,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
308,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
309,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
310,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
311,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
312,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
313,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
314,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
315,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
316,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
317,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
318,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
