Game,Prisoner 1 Response,Prisoner 2 Response,Sentence
54,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
55,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
56,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
57,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
58,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
59,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
60,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
61,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
62,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
63,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
64,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
65,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
66,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
67,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
68,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
69,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
70,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
71,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
72,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
73,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
74,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
75,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
76,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
77,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
78,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
79,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
80,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
81,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
82,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
83,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
84,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
85,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
86,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
87,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
88,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
89,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
90,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
91,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
92,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
93,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
94,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
95,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
96,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
97,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
98,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
99,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
100,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
