Game,Prisoner 1 Response,Prisoner 2 Response,Sentence
111,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
112,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
113,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
114,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
115,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
116,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
117,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
118,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
119,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
120,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
121,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
122,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
123,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
124,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
125,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
126,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
127,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
128,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
129,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
130,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
131,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
132,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
133,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
134,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
135,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
136,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
137,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
138,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
139,Betray,Cooperate.,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
140,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
141,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
142,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
143,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
144,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
145,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
146,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
147,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
148,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
149,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
150,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
151,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
152,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
153,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
154,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
155,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
156,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
157,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
158,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
159,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
160,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
161,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
162,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
163,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
164,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
165,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
166,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
167,Betray,Cooperate.,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
168,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
169,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
170,Betray,Cooperate.,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
171,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
172,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
173,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
174,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
175,Betray,Cooperate.,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
176,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
177,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
178,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
179,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
180,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
181,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
182,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
183,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
184,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
185,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
186,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
187,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
188,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
189,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
190,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
191,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
192,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
193,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
194,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
195,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
196,Betray,Cooperate.,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
197,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
198,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
199,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
200,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
201,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
202,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
203,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
204,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
205,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
206,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
207,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
208,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
209,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
210,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
211,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
212,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
213,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
214,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
215,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
216,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
217,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
218,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
219,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
220,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
221,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
222,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
223,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
224,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
225,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
226,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
227,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
228,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
229,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
230,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
231,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
232,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
233,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
234,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
235,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
236,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
237,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
238,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
239,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
240,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
241,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
242,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
243,Cooperate.,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
244,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
245,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
246,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
247,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
248,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
249,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
250,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
251,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
252,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
253,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
254,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
255,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
256,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
257,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
258,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
259,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
260,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
261,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
262,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
263,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
264,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
265,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
266,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
267,Cooperate,Cooperate.,Both prisoners are sentenced to 1 year(s) in prison
268,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
269,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
270,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
271,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
272,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
273,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
274,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
275,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
276,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
277,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
278,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
279,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
280,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
281,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
282,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
283,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
284,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
285,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
286,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
287,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
288,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
289,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
290,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
291,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
292,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
293,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
294,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
295,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
296,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
297,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
298,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
299,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
300,Cooperate,Cooperate.,Both prisoners are sentenced to 1 year(s) in prison
301,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
302,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
303,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
304,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
305,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
306,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
307,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
308,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
309,Betray,Cooperate.,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
310,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
311,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
312,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
313,Betray,Cooperate.,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
314,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
315,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
316,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
317,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
318,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
319,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
320,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
321,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
322,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
323,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
324,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
325,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
326,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
327,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
328,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
329,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
330,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
331,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
332,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
333,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
334,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
335,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
336,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
337,Cooperate.,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
338,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
339,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
340,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
341,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
342,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
